fitness type,problem name,run with evosuite,mutation seed,selection seed,number of fixed patch,number of unique fixed patch,number of unique fixed patch passed evosuite,number of evaluations to find first fixed patch,minimum number of edits to find a fix,number of better patches,ratio of better patches,number of equal patches,ratio of equal patches
original,lis,FALSE,342749,407611,0,0,0,999999,999999,30,0.074812968,27,0.067331671
original,lis,FALSE,353076,328359,0,0,0,999999,999999,45,0.112219451,14,0.034912718
original,lis,FALSE,362329,115871,53,50,12,14,1,62,0.154613466,19,0.047381546
original,lis,FALSE,414280,392358,0,0,0,999999,999999,17,0.042394015,35,0.087281796
original,lis,FALSE,52872,332442,0,0,0,999999,999999,24,0.059850374,30,0.074812968
original,lis,FALSE,594108,833568,37,37,15,20,2,70,0.174563591,14,0.034912718
original,lis,FALSE,630497,976741,1,1,1,215,1,4,0.009975062,45,0.112219451
original,lis,FALSE,678717,690685,5,5,5,297,1,64,0.159600998,15,0.037406484
original,lis,FALSE,699139,826211,22,21,14,85,1,42,0.104738155,31,0.077306733
original,lis,FALSE,765904,772414,0,0,0,999999,999999,42,0.104738155,26,0.064837905
original,lis,FALSE,788821,818933,0,0,0,999999,999999,53,0.132169576,14,0.034912718
original,lis,FALSE,807217,300169,0,0,0,999999,999999,72,0.179551122,15,0.037406484
original,lis,FALSE,870571,629656,0,0,0,999999,999999,38,0.094763092,34,0.08478803
original,lis,FALSE,896275,330119,0,0,0,999999,999999,9,0.02244389,34,0.08478803
original,lis,FALSE,898907,849070,0,0,0,999999,999999,44,0.109725686,23,0.057356608
original,lis,FALSE,899910,388482,0,0,0,999999,999999,58,0.144638404,13,0.032418953
original,mergesort,FALSE,116611,492759,0,0,0,999999,999999,0,0,352,0.438902743
original,mergesort,FALSE,141193,396841,0,0,0,999999,999999,0,0,397,0.495012469
original,mergesort,FALSE,147874,908996,0,0,0,999999,999999,0,0,436,0.543640898
original,mergesort,FALSE,205561,120217,0,0,0,999999,999999,0,0,408,0.50872818
original,mergesort,FALSE,224640,56297,0,0,0,999999,999999,0,0,416,0.518703242
original,mergesort,FALSE,287084,108607,0,0,0,999999,999999,0,0,376,0.46882793
original,mergesort,FALSE,298894,228975,0,0,0,999999,999999,0,0,389,0.485037406
original,mergesort,FALSE,335049,190469,0,0,0,999999,999999,0,0,375,0.467581047
original,mergesort,FALSE,349034,954910,0,0,0,999999,999999,0,0,364,0.453865337
original,mergesort,FALSE,396447,860728,0,0,0,999999,999999,0,0,368,0.458852868
original,mergesort,FALSE,402022,516335,0,0,0,999999,999999,0,0,382,0.476309227
original,mergesort,FALSE,517566,335044,0,0,0,999999,999999,0,0,380,0.473815461
original,mergesort,FALSE,541368,80211,0,0,0,999999,999999,0,0,370,0.461346633
original,mergesort,FALSE,6960,644702,1,1,1,779,4,1,0.001246883,373,0.465087282
original,mergesort,FALSE,788658,530784,0,0,0,999999,999999,0,0,421,0.524937656
original,mergesort,FALSE,818619,692057,0,0,0,999999,999999,0,0,358,0.44638404
original,mergesort,FALSE,818932,722680,0,0,0,999999,999999,0,0,376,0.46882793
original,mergesort,FALSE,840724,967258,0,0,0,999999,999999,0,0,394,0.49127182
original,mergesort,FALSE,854372,977684,0,0,0,999999,999999,0,0,416,0.518703242
original,mergesort,FALSE,87003,740726,0,0,0,999999,999999,0,0,405,0.504987531
original,next_permutation,FALSE,118529,59865,3,3,3,294,3,7,0.017456359,134,0.334164589
original,next_permutation,FALSE,145381,387081,36,36,36,15,2,109,0.271820449,65,0.162094763
original,next_permutation,FALSE,237436,840278,3,3,3,105,1,78,0.194513716,93,0.2319202
original,next_permutation,FALSE,310864,304833,0,0,0,999999,999999,7,0.017456359,187,0.466334165
original,next_permutation,FALSE,34378,709602,1,1,1,184,1,34,0.08478803,126,0.314214464
original,next_permutation,FALSE,377864,477159,67,67,67,18,1,125,0.311720698,71,0.177057357
original,next_permutation,FALSE,443841,490300,13,13,13,177,1,52,0.12967581,102,0.25436409
original,next_permutation,FALSE,482108,193351,0,0,0,999999,999999,95,0.236907731,117,0.291770574
original,next_permutation,FALSE,494163,722523,46,46,46,75,1,108,0.269326683,60,0.149625935
original,next_permutation,FALSE,514100,199871,2,1,1,169,1,84,0.209476309,114,0.284289277
original,next_permutation,FALSE,558515,835310,2,2,2,263,1,3,0.007481297,155,0.386533666
original,next_permutation,FALSE,621639,867740,46,46,46,94,1,69,0.172069825,99,0.246882793
original,next_permutation,FALSE,767017,868411,16,16,16,9,1,112,0.279301746,58,0.144638404
original,next_permutation,FALSE,805442,367556,0,0,0,999999,999999,239,0.596009975,33,0.082294264
original,next_permutation,FALSE,838451,288413,0,0,0,999999,999999,1,0.002493766,146,0.364089776
original,next_permutation,FALSE,884584,965957,1,1,1,383,1,1,0.002493766,142,0.354114713
original,next_permutation,FALSE,915552,451684,74,74,74,79,1,122,0.304239401,78,0.194513716
original,next_permutation,FALSE,962730,872551,15,15,15,103,1,102,0.25436409,75,0.187032419
original,next_permutation,FALSE,972639,329865,126,126,126,50,1,135,0.336658354,73,0.182044888
original,next_permutation,FALSE,977771,627682,1,1,1,320,6,72,0.179551122,94,0.234413965
original,powerset,FALSE,110187,614090,0,0,0,999999,999999,0,0,96,0.239401496
original,powerset,FALSE,17975,213361,0,0,0,999999,999999,1,0.002493766,84,0.209476309
original,powerset,FALSE,246556,476042,0,0,0,999999,999999,0,0,88,0.219451372
original,powerset,FALSE,296542,833459,0,0,0,999999,999999,1,0.002493766,109,0.271820449
original,powerset,FALSE,304610,425580,0,0,0,999999,999999,32,0.079800499,95,0.236907731
original,powerset,FALSE,455187,635919,0,0,0,999999,999999,0,0,102,0.25436409
original,powerset,FALSE,510912,219278,0,0,0,999999,999999,0,0,164,0.408977556
original,powerset,FALSE,634736,93622,0,0,0,999999,999999,0,0,105,0.261845387
original,powerset,FALSE,638041,419968,0,0,0,999999,999999,0,0,135,0.336658354
original,powerset,FALSE,703480,525181,0,0,0,999999,999999,0,0,114,0.284289277
original,powerset,FALSE,712344,930096,0,0,0,999999,999999,0,0,142,0.354114713
original,powerset,FALSE,717194,506626,0,0,0,999999,999999,0,0,101,0.251870324
original,powerset,FALSE,771716,9940,0,0,0,999999,999999,1,0.002493766,96,0.239401496
original,powerset,FALSE,778430,523909,0,0,0,999999,999999,60,0.149625935,60,0.149625935
original,powerset,FALSE,818513,762193,0,0,0,999999,999999,0,0,138,0.344139651
original,powerset,FALSE,842555,71116,0,0,0,999999,999999,0,0,146,0.364089776
original,powerset,FALSE,888867,295453,0,0,0,999999,999999,0,0,118,0.294264339
original,powerset,FALSE,906441,697012,0,0,0,999999,999999,0,0,114,0.284289277
original,powerset,FALSE,934127,858356,0,0,0,999999,999999,4,0.009975062,99,0.246882793
original,powerset,FALSE,94018,681727,0,0,0,999999,999999,0,0,106,0.264339152
arjae,quicksort,FALSE,113510,482552,128,110,110,9,1,128,0.319201995,9,0.02244389
arjae,quicksort,FALSE,224343,631148,58,34,34,98,1,58,0.144638404,50,0.124688279
arjae,quicksort,FALSE,248796,90487,124,101,101,6,1,124,0.309226933,12,0.029925187
arjae,quicksort,FALSE,271745,811038,112,87,87,2,1,112,0.279301746,13,0.032418953
arjae,quicksort,FALSE,27873,382726,94,72,72,2,1,94,0.234413965,9,0.02244389
arjae,quicksort,FALSE,336801,895040,82,53,53,5,1,82,0.204488778,19,0.047381546
arjae,quicksort,FALSE,37056,479723,73,48,48,15,1,73,0.182044888,20,0.049875312
arjae,quicksort,FALSE,421560,407690,96,68,68,1,1,96,0.239401496,12,0.029925187
arjae,quicksort,FALSE,447903,944263,145,121,121,12,1,145,0.36159601,29,0.072319202
arjae,quicksort,FALSE,455076,129428,93,67,67,9,1,93,0.2319202,17,0.042394015
arjae,quicksort,FALSE,611108,559145,99,73,73,59,1,99,0.246882793,25,0.06234414
arjae,quicksort,FALSE,618657,283837,50,40,40,15,1,50,0.124688279,40,0.099750623
arjae,quicksort,FALSE,62407,672971,78,44,44,29,1,78,0.194513716,37,0.092269327
arjae,quicksort,FALSE,678246,454041,77,55,55,98,1,77,0.19201995,29,0.072319202
arjae,quicksort,FALSE,726812,242655,82,54,48,55,1,82,0.204488778,29,0.072319202
arjae,quicksort,FALSE,830793,985550,85,60,60,3,1,85,0.211970075,20,0.049875312
arjae,quicksort,FALSE,863700,632521,123,104,104,6,1,123,0.306733167,10,0.024937656
arjae,quicksort,FALSE,918009,212627,77,53,53,47,1,77,0.19201995,42,0.104738155
arjae,quicksort,FALSE,952825,339811,99,77,77,11,1,99,0.246882793,16,0.039900249
arjae,quicksort,FALSE,968421,264358,119,94,94,2,1,119,0.296758105,24,0.059850374
arjae,rpn_eval,FALSE,233886,650920,94,74,74,33,2,97,0.241895262,36,0.089775561
arjae,rpn_eval,FALSE,270347,129367,99,81,74,20,1,116,0.289276808,32,0.079800499
arjae,rpn_eval,FALSE,27851,565441,0,0,0,999999,999999,0,0,87,0.216957606
arjae,rpn_eval,FALSE,29964,327586,29,19,19,1,1,31,0.077306733,82,0.204488778
arjae,rpn_eval,FALSE,359021,343822,0,0,0,999999,999999,0,0,100,0.249376559
arjae,rpn_eval,FALSE,363558,556380,0,0,0,999999,999999,0,0,91,0.226932668
arjae,rpn_eval,FALSE,380109,433835,23,16,16,137,2,33,0.082294264,59,0.14713217
arjae,rpn_eval,FALSE,383457,679849,37,22,21,165,1,46,0.114713217,64,0.159600998
arjae,rpn_eval,FALSE,433008,755558,0,0,0,999999,999999,0,0,102,0.25436409
arjae,rpn_eval,FALSE,470983,844013,5,4,4,282,2,9,0.02244389,83,0.206982544
arjae,rpn_eval,FALSE,516787,768280,0,0,0,999999,999999,1,0.002493766,97,0.241895262
arjae,rpn_eval,FALSE,540119,724396,44,38,11,131,1,63,0.157107232,40,0.099750623
arjae,rpn_eval,FALSE,549621,143878,41,25,23,131,1,60,0.149625935,40,0.099750623
arjae,rpn_eval,FALSE,585418,318854,41,27,26,165,1,50,0.124688279,78,0.194513716
arjae,rpn_eval,FALSE,586945,881305,63,48,37,59,1,77,0.19201995,39,0.097256858
arjae,rpn_eval,FALSE,628382,278944,90,67,49,70,1,101,0.251870324,42,0.104738155
arjae,rpn_eval,FALSE,653837,35530,41,26,0,206,1,48,0.119700748,63,0.157107232
arjae,rpn_eval,FALSE,859456,281277,61,47,47,94,1,66,0.164588529,52,0.12967581
arjae,rpn_eval,FALSE,881554,722267,9,7,7,308,1,14,0.034912718,80,0.199501247
arjae,rpn_eval,FALSE,89986,99065,60,39,37,29,1,66,0.164588529,56,0.139650873
decision,quicksort,FALSE,295162,541592,111,91,91,10,1,111,0.27680798,32,0.079800499
decision,quicksort,FALSE,316694,611410,97,68,68,40,1,97,0.241895262,16,0.039900249
decision,quicksort,FALSE,349964,164879,136,109,109,1,1,136,0.33915212,12,0.029925187
decision,quicksort,FALSE,380516,857565,92,62,62,8,1,92,0.229426434,19,0.047381546
decision,quicksort,FALSE,43104,269704,67,38,38,2,1,67,0.167082294,26,0.064837905
decision,quicksort,FALSE,450617,655976,58,33,33,50,1,58,0.144638404,38,0.094763092
decision,quicksort,FALSE,46118,189186,62,36,36,24,1,62,0.154613466,41,0.102244389
decision,quicksort,FALSE,490516,330121,105,88,88,12,1,105,0.261845387,20,0.049875312
decision,quicksort,FALSE,553361,303608,121,94,64,1,1,121,0.301745636,21,0.052369077
decision,quicksort,FALSE,558944,559955,77,54,54,6,1,77,0.19201995,27,0.067331671
decision,quicksort,FALSE,569932,343724,93,72,72,5,1,93,0.2319202,31,0.077306733
decision,quicksort,FALSE,593109,715369,63,48,48,93,1,63,0.157107232,34,0.08478803
decision,quicksort,FALSE,614695,608187,80,54,54,5,1,80,0.199501247,21,0.052369077
decision,quicksort,FALSE,634993,556163,92,64,64,55,1,92,0.229426434,34,0.08478803
decision,quicksort,FALSE,711572,685943,111,78,78,17,1,111,0.27680798,12,0.029925187
decision,quicksort,FALSE,712482,998725,85,52,52,17,1,85,0.211970075,21,0.052369077
decision,quicksort,FALSE,714687,744798,99,78,74,6,2,99,0.246882793,21,0.052369077
decision,quicksort,FALSE,723600,387250,92,62,62,3,1,92,0.229426434,19,0.047381546
decision,quicksort,FALSE,769637,163915,91,65,65,17,1,91,0.226932668,13,0.032418953
decision,quicksort,FALSE,89568,113650,138,110,110,6,1,138,0.344139651,17,0.042394015
decision,rpn_eval,FALSE,101056,841726,0,0,0,999999,999999,0,0,80,0.199501247
decision,rpn_eval,FALSE,175292,141025,0,0,0,999999,999999,0,0,82,0.204488778
decision,rpn_eval,FALSE,221957,68516,79,60,49,111,1,86,0.21446384,59,0.14713217
decision,rpn_eval,FALSE,232069,355525,0,0,0,999999,999999,0,0,90,0.224438903
decision,rpn_eval,FALSE,318115,933545,118,91,91,39,1,132,0.329177057,33,0.082294264
decision,rpn_eval,FALSE,329942,524054,1,1,1,60,3,1,0.002493766,87,0.216957606
decision,rpn_eval,FALSE,35766,943177,0,0,0,999999,999999,0,0,80,0.199501247
decision,rpn_eval,FALSE,425572,840084,0,0,0,999999,999999,0,0,101,0.251870324
decision,rpn_eval,FALSE,43975,830847,0,0,0,999999,999999,0,0,93,0.2319202
decision,rpn_eval,FALSE,665402,790981,9,4,3,295,1,10,0.024937656,79,0.197007481
decision,rpn_eval,FALSE,711725,580835,0,0,0,999999,999999,0,0,105,0.261845387
decision,rpn_eval,FALSE,721672,724365,0,0,0,999999,999999,0,0,100,0.249376559
decision,rpn_eval,FALSE,764810,834061,51,42,25,130,1,58,0.144638404,65,0.162094763
decision,rpn_eval,FALSE,808387,340133,14,10,0,263,2,17,0.042394015,95,0.236907731
decision,rpn_eval,FALSE,824471,714225,12,7,7,297,1,16,0.039900249,84,0.209476309
decision,rpn_eval,FALSE,882022,913050,0,0,0,999999,999999,0,0,86,0.21446384
decision,rpn_eval,FALSE,928370,166937,1,1,1,389,1,1,0.002493766,105,0.261845387
decision,rpn_eval,FALSE,948139,607482,0,0,0,999999,999999,0,0,80,0.199501247
decision,rpn_eval,FALSE,949369,264975,0,0,0,999999,999999,0,0,86,0.21446384
decision,rpn_eval,FALSE,981190,50513,0,0,0,999999,999999,0,0,123,0.306733167
original,quicksort,FALSE,14162,732319,101,75,75,2,1,103,0.256857855,13,0.032418953
original,quicksort,FALSE,174699,849429,99,79,79,1,1,100,0.249376559,12,0.029925187
original,quicksort,FALSE,183075,102695,124,93,93,1,1,126,0.314214464,11,0.027431421
original,quicksort,FALSE,272889,134732,89,66,66,1,1,91,0.226932668,16,0.039900249
original,quicksort,FALSE,312442,592194,138,117,117,5,1,141,0.351620948,24,0.059850374
original,quicksort,FALSE,362372,446763,116,95,95,37,1,116,0.289276808,26,0.064837905
original,quicksort,FALSE,413880,755028,78,55,55,48,1,79,0.197007481,36,0.089775561
original,quicksort,FALSE,413919,668198,174,151,151,6,1,174,0.433915212,39,0.097256858
original,quicksort,FALSE,508798,777624,109,84,84,14,1,111,0.27680798,9,0.02244389
original,quicksort,FALSE,521335,841760,67,46,46,8,1,69,0.172069825,18,0.044887781
original,quicksort,FALSE,542880,321457,75,51,51,5,1,77,0.19201995,34,0.08478803
original,quicksort,FALSE,565307,841526,99,79,79,21,1,109,0.271820449,32,0.079800499
original,quicksort,FALSE,60921,424904,95,73,73,31,1,98,0.244389027,12,0.029925187
original,quicksort,FALSE,615540,369049,100,69,69,13,1,104,0.259351621,10,0.024937656
original,quicksort,FALSE,645609,593531,74,50,50,8,1,76,0.189526185,36,0.089775561
original,quicksort,FALSE,758369,783387,62,48,48,16,1,66,0.164588529,38,0.094763092
original,quicksort,FALSE,827374,942930,30,17,17,25,1,33,0.082294264,60,0.149625935
original,quicksort,FALSE,864969,890718,51,35,35,107,1,53,0.132169576,45,0.112219451
original,quicksort,FALSE,8708,896171,79,61,61,35,1,85,0.211970075,24,0.059850374
original,quicksort,FALSE,997760,333178,62,47,47,79,1,63,0.157107232,28,0.069825436
original,rpn_eval,FALSE,246268,45277,28,18,18,240,1,30,0.074812968,84,0.209476309
original,rpn_eval,FALSE,269508,976938,45,26,0,163,1,54,0.134663342,77,0.19201995
original,rpn_eval,FALSE,333610,121079,1,1,1,173,1,1,0.002493766,119,0.296758105
original,rpn_eval,FALSE,342912,725537,0,0,0,999999,999999,0,0,95,0.236907731
original,rpn_eval,FALSE,37401,882016,38,29,29,160,1,59,0.14713217,69,0.172069825
original,rpn_eval,FALSE,49179,339255,15,11,11,260,1,20,0.049875312,94,0.234413965
original,rpn_eval,FALSE,503130,534260,42,27,27,220,1,50,0.124688279,66,0.164588529
original,rpn_eval,FALSE,552647,819499,60,45,44,52,1,78,0.194513716,42,0.104738155
original,rpn_eval,FALSE,570390,26799,0,0,0,999999,999999,0,0,106,0.264339152
original,rpn_eval,FALSE,606062,455388,0,0,0,999999,999999,0,0,110,0.274314214
original,rpn_eval,FALSE,765646,574312,82,53,0,29,1,111,0.27680798,28,0.069825436
original,rpn_eval,FALSE,766317,706477,0,0,0,999999,999999,0,0,100,0.249376559
original,rpn_eval,FALSE,895846,329956,67,48,32,18,1,100,0.249376559,16,0.039900249
original,rpn_eval,FALSE,918382,478251,0,0,0,999999,999999,0,0,98,0.244389027
original,rpn_eval,FALSE,940023,241701,110,94,94,32,2,127,0.316708229,52,0.12967581
original,rpn_eval,FALSE,955188,505103,0,0,0,999999,999999,0,0,102,0.25436409
original,rpn_eval,FALSE,969297,764885,103,77,71,5,1,119,0.296758105,15,0.037406484
original,rpn_eval,FALSE,978576,114031,5,4,4,318,1,5,0.012468828,89,0.221945137
original,rpn_eval,FALSE,983755,336092,0,0,0,999999,999999,15,0.037406484,91,0.226932668
original,rpn_eval,FALSE,993857,73630,0,0,0,999999,999999,0,0,96,0.239401496
